id_pokemon;name_pokemon;Type 1;Type 2;hp;attack;defense;sp_atk;sp.def;speed;total
 (0340;'Whiscash';'Water';'Ground';110;78;73;76;71;60;468 ),
 (0341;'Corphish';'Water';NULL;43;80;65;50;35;35;308 ),
 (0342;'Crawdaunt';'Water';'Dark';63;120;85;90;55;55;468 ),
 (0343;'Baltoy';'Ground';'Psychic';40;40;55;40;70;55;300 ),
 (0344;'Claydol';'Ground';'Psychic';60;70;105;70;120;75;500 ),
 (0345;'Lileep';'Rock';'Grass';66;41;77;61;87;23;355 ),
 (0346;'Cradily';'Rock';'Grass';86;81;97;81;107;43;495 ),
 (0347;'Anorith';'Rock';'Bug';45;95;50;40;50;75;355 ),
 (0348;'Armaldo';'Rock';'Bug';75;125;100;70;80;45;495 ),
 (0349;'Feebas';'Water';NULL;20;15;20;10;55;80;200 ),
 (0350;'Milotic';'Water';NULL;95;60;79;100;125;81;540 ),
 (0351;'Castform';'Normal';NULL;70;70;70;70;70;70;420 ),
 (0352;'Kecleon';'Normal';NULL;60;90;70;60;120;40;440 ),
 (0353;'Shuppet';'Ghost';NULL;44;75;35;63;33;45;295 ),
 (0354;'Banette';'Ghost';NULL;64;115;65;83;63;65;455 ),
 (0355;'Duskull';'Ghost';NULL;20;40;90;30;90;25;295 ),
 (0356;'Dusclops';'Ghost';NULL;40;70;130;60;130;25;455 ),
 (0357;'Tropius';'Grass';'Flying';99;68;83;72;87;51;460 ),
 (0358;'Chimecho';'Psychic';NULL;75;50;80;95;90;65;455 ),
 (0359;'Absol';'Dark';NULL;65;130;60;75;60;75;465 ),
 (0360;'Wynaut';'Psychic';NULL;95;23;48;23;48;23;260 ),
 (0361;'Snorunt';'Ice';NULL;50;50;50;50;50;50;300 ),
 (0362;'Glalie';'Ice';NULL;80;80;80;80;80;80;480 ),
 (0363;'Spheal';'Ice';'Water';70;40;50;55;50;25;290 ),
 (0364;'Sealeo';'Ice';'Water';90;60;70;75;70;45;410 ),
 (0365;'Walrein';'Ice';'Water';110;80;90;95;90;65;530 ),
 (0366;'Clamperl';'Water';NULL;35;64;85;74;55;32;345 ),
 (0367;'Huntail';'Water';NULL;55;104;105;94;75;52;485 ),
 (0368;'Gorebyss';'Water';NULL;55;84;105;114;75;52;485 ),
 (0369;'Relicanth';'Water';'Rock';100;90;130;45;65;55;485 ),
 (0370;'Luvdisc';'Water';NULL;43;30;55;40;65;97;330 ),
 (0371;'Bagon';'Dragon';NULL;45;75;60;40;30;50;300 ),
 (0372;'Shelgon';'Dragon';NULL;65;95;100;60;50;50;420 ),
 (0373;'Salamence';'Dragon';'Flying';95;135;80;110;80;100;600 ),
 (0374;'Beldum';'Steel';'Psychic';40;55;80;35;60;30;300 ),
 (0375;'Metang';'Steel';'Psychic';60;75;100;55;80;50;420 ),
 (0376;'Metagross';'Steel';'Psychic';80;135;130;95;90;70;600 ),
 (0377;'Regirock';'Rock';NULL;80;100;200;50;100;50;580 ),
 (0378;'Regice';'Ice';NULL;80;50;100;100;200;50;580 ),
 (0379;'Registeel';'Steel';NULL;80;75;150;75;150;50;580 ),
 (0380;'Latias';'Dragon';'Psychic';80;80;90;110;130;110;600 ),
 (0381;'Latios';'Dragon';'Psychic';80;90;80;130;110;110;600 ),
 (0382;'Kyogre';'Water';NULL;100;100;90;150;140;90;670 ),
 (0383;'Groudon';'Ground';NULL;100;150;140;100;90;90;670 ),
 (0384;'Rayquaza';'Dragon';'Flying';105;150;90;150;90;95;680 ),
 (0385;'Jirachi';'Steel';'Psychic';100;100;100;100;100;100;600 ),
 (0386;'Deoxys';'Psychic';NULL;50;150;50;150;50;150;600 ),
 (0387;'Turtwig';'Grass';NULL;55;68;64;45;55;31;318 ),
 (0388;'Grotle';'Grass';NULL;75;89;85;55;65;36;405 ),
 (0389;'Torterra';'Grass';'Ground';95;109;105;75;85;56;525 ),
 (0390;'Chimchar';'Fire';NULL;44;58;44;58;44;61;309 ),
 (0391;'Monferno';'Fire';'Fighting';64;78;52;78;52;81;405 ),
 (0392;'Infernape';'Fire';'Fighting';76;104;71;104;71;108;534 ),
 (0393;'Piplup';'Water';NULL;53;51;53;61;56;40;314 ),
 (0394;'Prinplup';'Water';NULL;64;66;68;81;76;50;405 ),
 (0395;'Empoleon';'Water';'Steel';84;86;88;111;101;60;530 ),
 (0396;'Starly';'Normal';'Flying';40;55;30;30;30;60;245 ),
 (0397;'Staravia';'Normal';'Flying';55;75;50;40;40;80;340 ),
 (0398;'Staraptor';'Normal';'Flying';85;120;70;50;60;100;485 ),
 (0399;'Bidoof';'Normal';NULL;59;45;40;35;40;31;250 ),
 (0400;'Bibarel';'Normal';'Water';79;85;60;55;60;71;410 ),
 (0401;'Kricketot';'Bug';NULL;37;25;41;25;41;25;194 ),
 (0402;'Kricketune';'Bug';NULL;77;85;51;55;51;65;384 ),
 (0403;'Shinx';'Electric';NULL;45;65;34;40;34;45;263 ),
 (0404;'Luxio';'Electric';NULL;60;85;49;60;49;60;363 ),
 (0405;'Luxray';'Electric';NULL;80;120;79;95;79;70;523 ),
 (0406;'Budew';'Grass';'Poison';40;30;35;50;70;55;280 ),
 (0407;'Roserade';'Grass';'Poison';60;70;65;125;105;90;515 ),
 (0408;'Cranidos';'Rock';NULL;67;125;40;30;30;58;350 ),
 (0409;'Rampardos';'Rock';NULL;97;165;60;65;50;58;495 ),
 (0410;'Shieldon';'Rock';'Steel';30;42;118;42;88;30;350 ),
 (0411;'Bastiodon';'Rock';'Steel';60;52;168;47;138;30;495 ),
 (0412;'Burmy';'Bug';NULL;40;29;45;29;45;36;224 ),
 (0413;'Wormadam';'Bug';'Grass';60;59;85;79;105;36;424 ),
 (0414;'Mothim';'Bug';'Flying';70;94;50;94;50;66;424 ),
 (0415;'Combee';'Bug';'Flying';30;30;42;30;42;70;244 ),
 (0416;'Vespiquen';'Bug';'Flying';70;80;102;80;102;40;474 ),
 (0417;'Pachirisu';'Electric';NULL;60;45;70;45;90;95;405 ),
 (0418;'Buizel';'Water';NULL;55;65;35;60;30;85;330 ),
 (0419;'Floatzel';'Water';NULL;85;105;55;85;50;115;495 ),
 (0420;'Cherubi';'Grass';NULL;45;35;45;62;53;35;275 ),
 (0421;'Cherrim';'Grass';NULL;70;60;70;87;78;85;450 ),
 (0422;'Shellos';'Water';NULL;76;48;48;57;62;34;325 ),
 (0423;'Gastrodon';'Water';'Ground';111;83;68;92;82;39;475 ),
 (0424;'Ambipom';'Normal';NULL;75;100;66;60;66;115;482 ),
 (0425;'Drifloon';'Ghost';'Flying';90;50;34;60;44;70;348 ),
 (0426;'Drifblim';'Ghost';'Flying';150;80;44;90;54;80;498 ),
 (0427;'Buneary';'Normal';NULL;55;66;44;44;56;85;350 ),
 (0428;'Lopunny';'Normal';NULL;65;76;84;54;96;105;480 ),
 (0429;'Mismagius';'Ghost';NULL;60;60;60;105;105;105;495 ),
 (0430;'Honchkrow';'Dark';'Flying';100;125;52;105;52;71;505 ),
 (0431;'Glameow';'Normal';NULL;49;55;42;42;37;85;310 ),
 (0432;'Purugly';'Normal';NULL;71;82;64;64;59;112;452 ),
 (0433;'Chingling';'Psychic';NULL;45;30;50;65;50;45;285 ),
 (0434;'Stunky';'Poison';'Dark';63;63;47;41;41;74;329 ),
 (0435;'Skuntank';'Poison';'Dark';103;93;67;71;61;84;479 ),
 (0436;'Bronzor';'Steel';'Psychic';57;24;86;24;86;23;300 ),
 (0437;'Bronzong';'Steel';'Psychic';67;89;116;79;116;33;500 ),
 (0438;'Bonsly';'Rock';NULL;50;80;95;10;45;10;290 ),
 (0439;'Mime Jr.';'Psychic';'Fairy';20;25;45;70;90;60;310 ),
 (0440;'Happiny';'Normal';NULL;100;5;5;15;65;30;220 ),
 (0441;'Chatot';'Normal';'Flying';76;65;45;92;42;91;411 ),
 (0442;'Spiritomb';'Ghost';'Dark';50;92;108;92;108;35;485 ),
 (0443;'Gible';'Dragon';'Ground';58;70;45;40;45;42;300 ),
 (0444;'Gabite';'Dragon';'Ground';68;90;65;50;55;82;410 ),
 (0445;'Garchomp';'Dragon';'Ground';108;130;95;80;85;102;600 ),
 (0446;'Munchlax';'Normal';NULL;135;85;40;40;85;5;390 ),
 (0447;'Riolu';'Fighting';NULL;40;70;40;35;40;60;285 ),
 (0448;'Lucario';'Fighting';'Steel';70;110;70;115;70;90;525 ),
 (0449;'Hippopotas';'Ground';NULL;68;72;78;38;42;32;330 ),
 (0450;'Hippowdon';'Ground';NULL;108;112;118;68;72;47;525 ),
 (0451;'Skorupi';'Poison';'Bug';40;50;90;30;55;65;330 ),
 (0452;'Drapion';'Poison';'Dark';70;90;110;60;75;95;500 ),
 (0453;'Croagunk';'Poison';'Fighting';48;61;40;61;40;50;300 ),
 (0454;'Toxicroak';'Poison';'Fighting';83;106;65;86;65;85;490 ),
 (0455;'Carnivine';'Grass';NULL;74;100;72;90;72;46;454 ),
 (0456;'Finneon';'Water';NULL;49;49;56;49;61;66;330 ),
 (0457;'Lumineon';'Water';NULL;69;69;76;69;86;91;460 ),
 (0458;'Mantyke';'Water';'Flying';45;20;50;60;120;50;345 ),
 (0459;'Snover';'Grass';'Ice';60;62;50;62;60;40;334 ),
 (0460;'Abomasnow';'Grass';'Ice';90;92;75;92;85;60;494 ),
 (0461;'Weavile';'Dark';'Ice';70;120;65;45;85;125;510 ),
 (0462;'Magnezone';'Electric';'Steel';70;70;115;130;90;60;535 ),
 (0463;'Lickilicky';'Normal';NULL;110;85;95;80;95;50;515 ),
 (0464;'Rhyperior';'Ground';'Rock';115;140;130;55;55;40;535 ),
 (0465;'Tangrowth';'Grass';NULL;100;100;125;110;50;50;535 ),
 (0466;'Electivire';'Electric';NULL;75;123;67;95;85;95;540 ),
 (0467;'Magmortar';'Fire';NULL;75;95;67;125;95;83;540 ),
 (0468;'Togekiss';'Fairy';'Flying';85;50;95;120;115;80;545 ),
 (0469;'Yanmega';'Bug';'Flying';86;76;86;116;56;95;515 ),
 (0470;'Leafeon';'Grass';NULL;65;110;130;60;65;95;525 ),
 (0471;'Glaceon';'Ice';NULL;65;60;110;130;95;65;525 ),
 (0472;'Gliscor';'Ground';'Flying';75;95;125;45;75;95;510 ),
 (0473;'Mamoswine';'Ice';'Ground';110;130;80;70;60;80;530 ),
 (0474;'Porygon-Z';'Normal';NULL;85;80;70;135;75;90;535 ),
 (0475;'Gallade';'Psychic';'Fighting';68;125;65;65;115;80;518 ),
 (0476;'Probopass';'Rock';'Steel';60;55;145;75;150;40;525 ),
 (0477;'Dusknoir';'Ghost';NULL;45;100;135;65;135;45;525 ),
 (0478;'Froslass';'Ice';'Ghost';70;80;70;80;70;110;480 ),
 (0479;'Rotom';'Electric';'Ghost';50;50;77;95;77;91;440 ),
 (0480;'Uxie';'Psychic';NULL;75;75;130;75;130;95;580 ),
 (0481;'Mesprit';'Psychic';NULL;80;105;105;105;105;80;580 ),
 (0482;'Azelf';'Psychic';NULL;75;125;70;125;70;115;580 ),
 (0483;'Dialga';'Steel';'Dragon';100;120;120;150;100;90;680 ),
 (0484;'Palkia';'Water';'Dragon';90;120;100;150;120;100;680 ),
 (0485;'Heatran';'Fire';'Steel';91;90;106;130;106;77;600 ),
 (0486;'Regigigas';'Normal';NULL;110;160;110;80;110;100;670 ),
 (0487;'Giratina';'Ghost';'Dragon';150;100;120;100;120;90;680 ),
 (0488;'Cresselia';'Psychic';NULL;120;70;110;75;120;85;580 ),
 (0489;'Phione';'Water';NULL;80;80;80;80;80;80;480 ),
 (0490;'Manaphy';'Water';NULL;100;100;100;100;100;100;600 ),
 (0491;'Darkrai';'Dark';NULL;70;90;90;135;90;125;600 ),
 (0492;'Shaymin';'Grass';NULL;100;100;100;100;100;100;600 ),
 (0493;'Arceus';'Normal';NULL;120;120;120;120;120;120;720 ),
 (0494;'Victini';'Psychic';'Fire';100;100;100;100;100;100;600 ),
 (0495;'Snivy';'Grass';NULL;45;45;55;45;55;63;308 ),
 (0496;'Servine';'Grass';NULL;60;60;75;60;75;83;413 ),
 (0497;'Serperior';'Grass';NULL;75;75;95;75;95;113;528 ),
 (0498;'Tepig';'Fire';NULL;65;63;45;45;45;45;308 ),
 (0499;'Pignite';'Fire';'Fighting';90;93;55;70;55;55;418 ),
 (0500;'Emboar';'Fire';'Fighting';110;123;65;100;65;65;528 ),
 (0501;'Oshawott';'Water';NULL;55;55;45;63;45;45;308 ),
 (0502;'Dewott';'Water';NULL;75;75;60;83;60;60;413 ),
 (0503;'Samurott';'Water';NULL;95;100;85;108;70;70;528 ),
 (0504;'Patrat';'Normal';NULL;45;55;39;35;39;42;255 ),
 (0505;'Watchog';'Normal';NULL;60;85;69;60;69;77;420 ),
 (0506;'Lillipup';'Normal';NULL;45;60;45;25;45;55;275 ),
 (0507;'Herdier';'Normal';NULL;65;80;65;35;65;60;370 ),
 (0508;'Stoutland';'Normal';NULL;85;110;90;45;90;80;500 ),
 (0509;'Purrloin';'Dark';NULL;41;50;37;50;37;66;281 ),
 (0510;'Liepard';'Dark';NULL;64;88;50;88;50;106;446 ),
 (0511;'Pansage';'Grass';NULL;50;53;48;53;48;64;316 ),
 (0512;'Simisage';'Grass';NULL;75;98;63;98;63;101;498 ),
 (0513;'Pansear';'Fire';NULL;50;53;48;53;48;64;316 ),
 (0514;'Simisear';'Fire';NULL;75;98;63;98;63;101;498 ),
 (0515;'Panpour';'Water';NULL;50;53;48;53;48;64;316 ),
 (0516;'Simipour';'Water';NULL;75;98;63;98;63;101;498 ),
 (0517;'Munna';'Psychic';NULL;76;25;45;67;55;24;292 ),
 (0518;'Musharna';'Psychic';NULL;116;55;85;107;95;29;487 ),
 (0519;'Pidove';'Normal';'Flying';50;55;50;36;30;43;264 ),
 (0520;'Tranquill';'Normal';'Flying';62;77;62;50;42;65;358 ),
 (0521;'Unfezant';'Normal';'Flying';80;115;80;65;55;93;488 ),
 (0522;'Blitzle';'Electric';NULL;45;60;32;50;32;76;295 ),
 (0523;'Zebstrika';'Electric';NULL;75;100;63;80;63;116;497 ),
 (0524;'Roggenrola';'Rock';NULL;55;75;85;25;25;15;280 ),
 (0525;'Boldore';'Rock';NULL;70;105;105;50;40;20;390 ),
 (0526;'Gigalith';'Rock';NULL;85;135;130;60;80;25;515 ),
 (0527;'Woobat';'Psychic';'Flying';65;45;43;55;43;72;323 ),
 (0528;'Swoobat';'Psychic';'Flying';67;57;55;77;55;114;425 ),
 (0529;'Drilbur';'Ground';NULL;60;85;40;30;45;68;328 ),
 (0530;'Excadrill';'Ground';'Steel';110;135;60;50;65;88;508 ),
 (0531;'Audino';'Normal';NULL;103;60;86;60;86;50;445 ),
 (0532;'Timburr';'Fighting';NULL;75;80;55;25;35;35;305 ),
 (0533;'Gurdurr';'Fighting';NULL;85;105;85;40;50;40;405 ),
 (0534;'Conkeldurr';'Fighting';NULL;105;140;95;55;65;45;505 ),
 (0535;'Tympole';'Water';NULL;50;50;40;50;40;64;294 ),
 (0536;'Palpitoad';'Water';'Ground';75;65;55;65;55;69;384 ),
 (0537;'Seismitoad';'Water';'Ground';105;95;75;85;75;74;509 ),
 (0538;'Throh';'Fighting';NULL;120;100;85;30;85;45;465 ),
 (0539;'Sawk';'Fighting';NULL;75;125;75;30;75;85;465 ),
 (0540;'Sewaddle';'Bug';'Grass';45;53;70;40;60;42;310 ),
 (0541;'Swadloon';'Bug';'Grass';55;63;90;50;80;42;380 ),
 (0542;'Leavanny';'Bug';'Grass';75;103;80;70;80;92;500 ),
 (0543;'Venipede';'Bug';'Poison';30;45;59;30;39;57;260 ),
 (0544;'Whirlipede';'Bug';'Poison';40;55;99;40;79;47;360 ),
 (0545;'Scolipede';'Bug';'Poison';60;100;89;55;69;112;485 ),
 (0546;'Cottonee';'Grass';'Fairy';40;27;60;37;50;66;280 ),
 (0547;'Whimsicott';'Grass';'Fairy';60;67;85;77;75;116;480 ),
 (0548;'Petilil';'Grass';NULL;45;35;50;70;50;30;280 ),
 (0549;'Lilligant';'Grass';NULL;70;60;75;110;75;90;480 ),
 (0550;'Basculin';'Water';NULL;70;92;65;80;55;98;460 ),
 (0551;'Sandile';'Ground';'Dark';50;72;35;35;35;65;292 ),
 (0552;'Krokorok';'Ground';'Dark';60;82;45;45;45;74;351 ),
 (0553;'Krookodile';'Ground';'Dark';95;117;80;65;70;92;519 ),
 (0554;'Darumaka';'Fire';NULL;70;90;45;15;45;50;315 ),
 (0555;'Darmanitan';'Fire';NULL;105;140;55;30;55;95;480 ),
 (0556;'Maractus';'Grass';NULL;75;86;67;106;67;60;461 ),
 (0557;'Dwebble';'Bug';'Rock';50;65;85;35;35;55;325 ),
 (0558;'Crustle';'Bug';'Rock';70;105;125;65;75;45;485 ),
 (0559;'Scraggy';'Dark';'Fighting';50;75;70;35;70;48;348 ),
 (0560;'Scrafty';'Dark';'Fighting';65;90;115;45;115;58;488 ),
 (0561;'Sigilyph';'Psychic';'Flying';72;58;80;103;80;97;490 ),
 (0562;'Yamask';'Ghost';NULL;38;30;85;55;65;30;303 ),
 (0563;'Cofagrigus';'Ghost';NULL;58;50;145;95;105;30;483 ),
 (0564;'Tirtouga';'Water';'Rock';54;78;103;53;45;22;355 ),
 (0565;'Carracosta';'Water';'Rock';74;108;133;83;65;32;495 ),
 (0566;'Archen';'Rock';'Flying';55;112;45;74;45;70;401 ),
 (0567;'Archeops';'Rock';'Flying';75;140;65;112;65;110;567 ),
 (0568;'Trubbish';'Poison';NULL;50;50;62;40;62;65;329 ),
 (0569;'Garbodor';'Poison';NULL;80;95;82;60;82;75;474 ),
 (0570;'Zorua';'Dark';NULL;40;65;40;80;40;65;330 ),
 (0571;'Zoroark';'Dark';NULL;60;105;60;120;60;105;510 ),
 (0572;'Minccino';'Normal';NULL;55;50;40;40;40;75;300 ),
 (0573;'Cinccino';'Normal';NULL;75;95;60;65;60;115;470 ),
 (0574;'Gothita';'Psychic';NULL;45;30;50;55;65;45;290 ),
 (0575;'Gothorita';'Psychic';NULL;60;45;70;75;85;55;390 ),
 (0576;'Gothitelle';'Psychic';NULL;70;55;95;95;110;65;490 ),
 (0577;'Solosis';'Psychic';NULL;45;30;40;105;50;20;290 ),
 (0578;'Duosion';'Psychic';NULL;65;40;50;125;60;30;370 ),
 (0579;'Reuniclus';'Psychic';NULL;110;65;75;125;85;30;490 ),
 (0580;'Ducklett';'Water';'Flying';62;44;50;44;50;55;305 ),
 (0581;'Swanna';'Water';'Flying';75;87;63;87;63;98;473 ),
 (0582;'Vanillite';'Ice';NULL;36;50;50;65;60;44;305 ),
 (0583;'Vanillish';'Ice';NULL;51;65;65;80;75;59;395 ),
 (0584;'Vanilluxe';'Ice';NULL;71;95;85;110;95;79;535 ),
 (0585;'Deerling';'Normal';'Grass';60;60;50;40;50;75;335 ),
 (0586;'Sawsbuck';'Normal';'Grass';80;100;70;60;70;95;475 ),
 (0587;'Emolga';'Electric';'Flying';55;75;60;75;60;103;428 ),
 (0588;'Karrablast';'Bug';NULL;50;75;45;40;45;60;315 ),
 (0589;'Escavalier';'Bug';'Steel';70;135;105;60;105;20;495 ),
 (0590;'Foongus';'Grass';'Poison';69;55;45;55;55;15;294 ),
 (0591;'Amoonguss';'Grass';'Poison';114;85;70;85;80;30;464 ),
 (0592;'Frillish';'Water';'Ghost';55;40;50;65;85;40;335 ),
 (0593;'Jellicent';'Water';'Ghost';100;60;70;85;105;60;480 ),
 (0594;'Alomomola';'Water';NULL;165;75;80;40;45;65;470 ),
 (0595;'Joltik';'Bug';'Electric';50;47;50;57;50;65;319 ),
 (0596;'Galvantula';'Bug';'Electric';70;77;60;97;60;108;472 ),
 (0597;'Ferroseed';'Grass';'Steel';44;50;91;24;86;10;305 ),
 (0598;'Ferrothorn';'Grass';'Steel';74;94;131;54;116;20;489 ),
 (0599;'Klink';'Steel';NULL;40;55;70;45;60;30;300 ),
 (0600;'Klang';'Steel';NULL;60;80;95;70;85;50;440 ),
 (0601;'Klinklang';'Steel';NULL;60;100;115;70;85;90;520 ),
 (0602;'Tynamo';'Electric';NULL;35;55;40;45;40;60;275 ),
 (0603;'Eelektrik';'Electric';NULL;65;85;70;75;70;40;405 ),
 (0604;'Eelektross';'Electric';NULL;85;115;80;105;80;50;515 ),
 (0605;'Elgyem';'Psychic';NULL;55;55;55;85;55;30;335 ),
 (0606;'Beheeyem';'Psychic';NULL;75;75;75;125;95;40;485 ),
 (0607;'Litwick';'Ghost';'Fire';50;30;55;65;55;20;275 ),
 (0608;'Lampent';'Ghost';'Fire';60;40;60;95;60;55;370 ),
 (0609;'Chandelure';'Ghost';'Fire';60;55;90;145;90;80;520 ),
 (0610;'Axew';'Dragon';NULL;46;87;60;30;40;57;320 ),
 (0611;'Fraxure';'Dragon';NULL;66;117;70;40;50;67;410 ),
 (0612;'Haxorus';'Dragon';NULL;76;147;90;60;70;97;540 ),
 (0613;'Cubchoo';'Ice';NULL;55;70;40;60;40;40;305 ),
 (0614;'Beartic';'Ice';NULL;95;130;80;70;80;50;505 ),
 (0615;'Cryogonal';'Ice';NULL;80;50;50;95;135;105;515 ),
 (0616;'Shelmet';'Bug';NULL;50;40;85;40;65;25;305 ),
 (0617;'Accelgor';'Bug';NULL;80;70;40;100;60;145;495 ),
 (0618;'Stunfisk';'Ground';'Electric';109;66;84;81;99;32;471 ),
 (0619;'Mienfoo';'Fighting';NULL;45;85;50;55;50;65;350 ),
 (0620;'Mienshao';'Fighting';NULL;65;125;60;95;60;105;510 ),
 (0621;'Druddigon';'Dragon';NULL;77;120;90;60;90;48;485 ),
 (0622;'Golett';'Ground';'Ghost';59;74;50;35;50;35;303 ),
 (0623;'Golurk';'Ground';'Ghost';89;124;80;55;80;55;483 ),
 (0624;'Pawniard';'Dark';'Steel';45;85;70;40;40;60;340 ),
 (0625;'Bisharp';'Dark';'Steel';65;125;100;60;70;70;490 ),
 (0626;'Bouffalant';'Normal';NULL;95;110;95;40;95;55;490 ),
 (0627;'Rufflet';'Normal';'Flying';70;83;50;37;50;60;350 ),
 (0628;'Braviary';'Normal';'Flying';100;123;75;57;75;80;510 ),
 (0629;'Vullaby';'Dark';'Flying';70;55;75;45;65;60;370 ),
 (0630;'Mandibuzz';'Dark';'Flying';110;65;105;55;95;80;510 ),
 (0631;'Heatmor';'Fire';NULL;85;97;66;105;66;65;484 ),
 (0632;'Durant';'Bug';'Steel';58;109;112;48;48;109;484 ),
 (0633;'Deino';'Dark';'Dragon';52;65;50;45;50;38;300 ),
 (0634;'Zweilous';'Dark';'Dragon';72;85;70;65;70;58;420 ),
 (0635;'Hydreigon';'Dark';'Dragon';92;105;90;125;90;98;600 ),
 (0636;'Larvesta';'Bug';'Fire';55;85;55;50;55;60;360 ),
 (0637;'Volcarona';'Bug';'Fire';85;60;65;135;105;100;550 ),
 (0638;'Cobalion';'Steel';'Fighting';91;90;129;90;72;108;580 ),
 (0639;'Terrakion';'Rock';'Fighting';91;129;90;72;90;108;580 ),
 (0640;'Virizion';'Grass';'Fighting';91;90;72;90;129;108;580 ),
 (0641;'Tornadus';'Flying';NULL;79;115;70;125;80;111;580 ),
 (0642;'Thundurus';'Electric';'Flying';79;115;70;125;80;111;580 ),
 (0643;'Reshiram';'Dragon';'Fire';100;120;100;150;120;90;680 ),
 (0644;'Zekrom';'Dragon';'Electric';100;150;120;120;100;90;680 ),
 (0645;'Landorus';'Ground';'Flying';89;125;90;115;80;101;600 ),
 (0646;'Kyurem';'Dragon';'Ice';125;130;90;130;90;95;660 ),
 (0647;'Keldeo';'Water';'Fighting';91;72;90;129;90;108;580 ),
 (0648;'Meloetta';'Normal';'Psychic';100;77;77;128;128;90;600 ),
 (0649;'Genesect';'Bug';'Steel';71;120;95;120;95;99;600 ),
 (0650;'Chespin';'Grass';NULL;56;61;65;48;45;38;313 ),
 (0651;'Quilladin';'Grass';NULL;61;78;95;56;58;57;405 ),
 (0652;'Chesnaught';'Grass';'Fighting';88;107;122;74;75;64;530 ),
 (0653;'Fennekin';'Fire';NULL;40;45;40;62;60;60;307 ),
 (0654;'Braixen';'Fire';NULL;59;59;58;90;70;73;409 ),
 (0655;'Delphox';'Fire';'Psychic';75;69;72;114;100;104;534 ),
 (0656;'Froakie';'Water';NULL;41;56;40;62;44;71;314 ),
 (0657;'Frogadier';'Water';NULL;54;63;52;83;56;97;405 ),
 (0658;'Greninja';'Water';'Dark';72;95;67;103;71;122;530 ),
 (0659;'Bunnelby';'Normal';NULL;38;36;38;32;36;57;237 ),
 (0660;'Diggersby';'Normal';'Ground';85;56;77;50;77;78;423 ),
 (0661;'Fletchling';'Normal';'Flying';45;50;43;40;38;62;278 ),
 (0662;'Fletchinder';'Fire';'Flying';62;73;55;56;52;84;382 ),
 (0663;'Talonflame';'Fire';'Flying';78;81;71;74;69;126;499 ),
 (0664;'Scatterbug';'Bug';NULL;38;35;40;27;25;35;200 ),
 (0665;'Spewpa';'Bug';NULL;45;22;60;27;30;29;213 ),
 (0666;'Vivillon';'Bug';'Flying';80;52;50;90;50;89;411 ),
 (0667;'Litleo';'Fire';'Normal';62;50;58;73;54;72;369 ),
 (0668;'Pyroar';'Fire';'Normal';86;68;72;109;66;106;507 ),
 (0669;'Flabébé';'Fairy';NULL;44;38;39;61;79;42;303 ),
 (0670;'Floette';'Fairy';NULL;54;45;47;75;98;52;371 ),
 (0671;'Florges';'Fairy';NULL;78;65;68;112;154;75;552 ),
 (0672;'Skiddo';'Grass';NULL;66;65;48;62;57;52;350 ),
 (0673;'Gogoat';'Grass';NULL;123;100;62;97;81;68;531 ),
 (0674;'Pancham';'Fighting';NULL;67;82;62;46;48;43;348 ),
 (0675;'Pangoro';'Fighting';'Dark';95;124;78;69;71;58;495 ),
 (0676;'Furfrou';'Normal';NULL;75;80;60;65;90;102;472 ),
 (0677;'Espurr';'Psychic';NULL;62;48;54;63;60;68;355 ),
